# name-stuff given names
# format: name|gender|frequency|tags
#
Jaquil|M|2|modern
Jaquille|M|2|modern
Jaquin|M|2|modern
Jaquis|M|2|modern
Jaquise|M?|2|modern
Jaquisha|F|2|modern
Jaquita|F|3|modern
Jaquon|M|3|modern
Jaqwan|M|2|modern
Jaqwon|M|2|modern
Jara|F|3|modern
Jarad|M|4|modern
Jarae|F?|2|modern
Jarah|F|2|modern
Jaramie|M|2|2
Jaran|M|2|modern
Jaray|M|2|modern
Jardani|M|2|2
Jared|M|8|modern
Jaree|U|2|modern
Jarek|M|4|modern
Jarel|M|4|modern
Jareli|F|2|modern
Jarelis|F|1|modern
Jarell|M|4|modern
Jarelle|M|2|modern
Jarely|F|3|modern
Jaremy|M|2|modern
Jaren|M|5|modern
Jaret|M|4|modern
Jareth|M|4|modern
Jaretssi|F|2|2
Jarett|M|4|modern
Jaretzi|F|2|modern
Jaretzy|F|3|modern
Jari|U|3|modern
Jaria|F|2|modern
Jariah|F?|4|modern
Jarian|M|2|modern
Jariana|F|2|modern
Jarica|F|2|modern
Jarid|M|4|modern
Jariel|M|4|modern
Jarielys|F|2|modern
Jarin|M|4|modern
Jarion|M|2|modern
Jarious|M|2|modern
Jaris|M?|2|modern
Jarissa|F|2|modern
Jarita|F|2|2
Jaritza|F|3|modern
Jarius|M|4|modern
Jariya|F|2|modern
Jariyah|F|4|modern
Jarl|M|2|2
Jarmaine|M|2|2
Jarmal|M|2|modern
Jarmar|M|2|modern
Jarmarcus|M|2|modern
Jarmel|M|2|modern
Jarmon|M|2|modern
Jarod|M|6|modern
Jarold|M|3|3
Jarom|M|4|modern
Jarome|M|2|modern
Jaron|M|6|modern
Jarquez|M|2|modern
Jarrad|M|4|modern
Jarreau|M|2|modern
Jarred|M|6|modern
Jarrel|M|4|modern
Jarrell|M|4|modern
Jarren|M|4|modern
Jarret|M|4|modern
Jarrett|M|6|modern
Jarrette|M|2|modern
Jarrick|M|2|modern
Jarrid|M|4|modern
Jarrin|M|2|modern
Jarris|M|2|modern
Jarrius|M|2|modern
Jarrod|M|6|modern
Jarron|M|4|modern
Jarry|M|2|2
Jarryd|M|3|modern
Jarvin|M|2|modern
Jarvis|M|6|modern
Jaryah|F|2|modern
Jaryan|M|2|modern
Jaryd|M|3|modern
Jaryn|U|3|modern
Jas|M?|2|modern
Jasa|F|2|modern
Jasai|M|3|3
Jasaiah|M?|2|modern
Jasalyn|F|2|modern
Jasamine|F|2|modern
Jasan|M|2|2
Jasani|U|3|modern
Jasaun|M|2|modern
Jasdeep|M?|2|modern
Jase|M|6|modern
Jasean|M|3|modern
Jaselle|F|2|modern
Jaselyn|F|2|modern
Jaselynn|F|2|modern
Jasemine|F|2|modern
Jasen|M|4|4
Jasenia|F|2|modern
Jaser|M|2|modern
Jasey|F|3|modern
Jash|M|2|modern
Jasha|F|2|modern
Jashan|M|2|modern
Jashanti|F|2|modern
Jashaun|M|4|modern
Jashawn|M|4|modern
Jashayla|F|2|modern
Jasher|M|2|modern
Jashon|M|3|modern
Jashua|M|4|modern
Jashun|M|2|modern
Jasia|F|3|modern
Jasiah|M?|5|modern
Jasibe|F|2|2
Jasie|F|2|modern
Jasiel|M|4|4
Jasier|M|2|2
Jasim|M|2|modern
Jasime|F|2|modern
Jasimine|F|2|modern
Jasin|M|2|modern
Jasir|M|4|modern
Jasira|F|2|modern
Jasire|M|2|2
Jasiri|U|2|modern
Jasiya|F|2|modern
Jasiyah|U|3|modern
Jaskaran|M|2|modern
Jaskirat|U|2|modern
Jasleen|F|4|modern
Jaslene|F|4|modern
Jaslin|F|3|modern
Jasline|F|2|modern
Jaslyn|F|4|modern
Jaslyne|F|2|modern
Jaslynn|F|4|modern
Jaslynne|F|1|modern
Jasma|F|2|modern
Jasmaine|F|3|modern
Jasman|F?|2|modern
Jasmarie|F|2|modern
Jasmeen|F|3|modern
Jasmeet|F?|2|modern
Jasmen|F|3|modern
Jasmene|F|2|modern
Jasmin|F|6|modern
Jasmina|F|4|modern
Jasmine|F|9|modern
Jasminne|F|2|modern
Jasmon|U|2|modern
Jasmond|U|2|modern
Jasmyn|F|5|modern
Jasmyne|F|4|modern
Jasmynn|F|2|modern
Jasn|M|2|modern
Jasnoor|F?|2|modern
Jason|M|11|11
Jasper|M|7|modern
Jaspreet|U|3|modern
Jasraj|M|2|modern
Jassen|M|2|2
Jassiah|M|2|modern
Jassica|F|2|modern
Jassiel|M|3|3
Jasslyn|F|2|modern
Jassmin|F|2|modern
Jassmine|F|2|modern
Jasson|M|4|modern
Jasten|M|2|modern
Jastin|M?|2|modern
Jaston|M|2|modern
Jasun|M|2|2
Jasyah|M?|2|modern
Jasyn|M|2|modern
Jaszmine|F|2|modern
Jatara|F|2|modern
Jatavia|F|2|modern
Jatavian|M|2|modern
Jatavion|M|2|modern
Jatavious|M|3|modern
Jatavius|M|2|modern
Jataya|F|2|modern
Jathan|M|4|modern
Jathen|M|2|modern
Jathniel|M|2|modern
Jatia|F|2|modern
Jatin|M|2|modern
Jatniel|M|2|modern
Jaton|U|2|2
Jatoria|F|2|modern
Jatoya|F|2|modern
Jatziri|F|2|modern
Jatziry|F|2|modern
Jauan|M|2|modern
Jaun|M|3|modern
Jaunita|F|5|vintage
Javae|F?|2|modern
Javaeh|F|2|modern
Javan|M|4|modern
Javani|M?|2|2
Javanna|F|2|modern
Javanni|M|2|modern
Javante|M|3|modern
Javar|M|3|modern
Javares|M|2|modern
Javari|M|4|modern
Javarie|M|2|modern
Javarion|M|2|modern
Javarious|M|2|modern
Javaris|M|4|modern
Javarius|M|3|modern
Javarus|M|2|modern
Javaughn|M|3|modern
Javaun|M|2|modern
Javaya|F|2|modern
Javayah|F|2|modern
Javeah|F|2|modern
Javed|M|2|modern
Javeion|M|2|modern
Javel|M|2|modern
Javell|M|2|modern
Javelle|M|2|modern
Javen|M|4|modern
Javeon|M|4|modern
Javeria|F|2|modern
Javi|M|3|3
Javia|F|2|modern
Javian|M|4|modern
Javid|M|2|modern
Javiel|M|2|modern
Javien|M|4|modern
Javier|M|8|modern
Javin|M|4|modern
Javion|M|5|modern
Javious|M|2|modern
Javis|M|3|modern
Javius|M|2|modern
Javohn|M|2|modern
Javon|M|6|modern
Javona|F|2|modern
Javonda|F|2|modern
Javone|M|2|modern
Javoni|M?|2|modern
Javonn|M|2|modern
Javonna|F|3|modern
Javonne|U|3|modern
Javonni|M?|3|modern
Javonnie|M?|2|modern
Javonta|M|3|modern
Javontae|M|4|modern
Javontay|M|2|modern
Javonte|M|4|modern
Javoris|M|2|modern
Javy|M|2|modern
Javyn|M|2|modern
Jawaan|M|2|modern
Jawad|M|4|modern
Jawan|M|4|modern
Jawana|F|2|2
Jawanda|F|2|2
Jawann|M|2|modern
Jawanna|F|2|modern
Jawanza|M|2|modern
Jawara|M|2|2
Jawaun|M|3|modern
Jawon|M|3|modern
Jawuan|M|3|modern
Jax|M|6|modern
Jaxan|M|2|modern
Jaxel|M|2|modern
Jaxen|M|5|modern
Jaxie|F|2|modern
Jaxiel|M|2|modern
Jaxin|M|3|modern
Jaxn|M|2|modern
Jaxon|M|8|modern
Jaxsen|M|4|modern
Jaxsin|M|2|modern
Jaxson|M|7|modern
Jaxston|M|3|modern
Jaxstyn|M|2|2
Jaxsun|M|2|modern
Jaxsyn|M?|4|modern
Jaxten|M|3|modern
Jaxtin|M|2|modern
Jaxton|M|6|modern
Jaxtyn|M|4|4
Jaxx|M|4|modern
Jaxxen|M|2|modern
Jaxxon|M|4|modern
Jaxxson|M|2|modern
Jaxxton|M|2|modern
Jaxyn|M?|4|modern
Jaxzen|M|1|modern
Jay|M|8|8
Jaya|F|4|modern
Jayah|F|3|modern
Jayan|M|2|modern
Jayana|F|4|modern
Jayani|F|3|modern
Jayanna|F|4|modern
Jayant|M|2|modern
Jayanth|M|2|modern
Jayce|M|6|modern
Jaycee|F|6|modern
Jayceion|M|2|modern
Jaycelyn|F|2|modern
Jaycelynn|F|2|modern
Jaycen|M|4|modern
Jayceon|M|6|modern
Jayci|F|4|modern
Jaycie|F|4|modern
Jaycion|M|3|modern
Jayco|M|2|2
Jaycob|M|4|modern
Jaycub|M|2|modern
Jayd|U|2|modern
Jayda|F|6|modern
Jaydah|F|4|modern
Jaydalyn|F|2|modern
Jaydalynn|F|2|modern
Jaydan|M?|4|modern
Jayde|F|5|modern
Jaydee|U|4|modern
Jaydeen|U|2|modern
Jayden|M?|9|modern
Jaydence|U|2|modern
Jaydenn|M?|2|modern
Jaydi|F|2|modern
Jaydian|M|2|modern
Jaydien|M|2|modern
Jaydin|U|4|modern
Jaydis|M?|2|modern
Jaydn|U|4|modern
Jaydon|M|5|modern
Jaydrian|M|2|modern
Jaydy|F|2|modern
Jaydyn|U|4|modern
Jaye|U|4|4
Jayel|U|2|modern
Jayelle|F|2|modern
Jayen|M|2|modern
Jayjay|M|2|modern
Jayke|M|2|modern
Jayko|M|2|modern
Jaykob|M|4|modern
Jayla|F|6|modern
Jaylaa|F|2|modern
Jaylah|F|6|modern
Jaylan|M|5|modern
Jayland|M|2|modern
Jaylani|F|4|4
Jaylanie|F|3|modern
Jaylanni|F|2|2
Jaylea|F|2|modern
Jayleah|F|2|modern
Jaylean|F|2|modern
Jaylee|F|5|modern
Jayleen|F|6|modern
Jayleene|F|2|modern
Jaylei|F|2|modern
Jayleigh|F|4|modern
Jaylen|M|6|modern
Jaylena|F|2|modern
Jaylene|F|6|modern
Jaylenn|U|2|modern
Jaylenne|F|2|modern
Jayleon|M|2|modern
Jayley|F|2|modern
Jayli|F|3|modern
Jaylia|F|2|modern
Jayliah|F|2|modern
Jayliana|F|3|modern
Jayliani|F|2|modern
Jaylianna|F|2|modern
Jaylie|F|4|modern
Jaylin|U|6|modern
Jaylina|F|2|modern
Jayline|F|4|modern
Jaylinn|F|3|modern
Jayln|U|3|modern
Jaylon|M|6|modern
Jaylun|M|2|modern
Jaylyn|F|5|modern
Jaylyne|F|2|modern
Jaylynn|F|5|modern
Jaylynne|F|2|modern
Jayma|F|2|2
Jaymar|M|3|modern
Jaymari|M|2|modern
Jaymarie|F|2|modern
Jaymason|M|2|modern
Jayme|M?|6|modern
Jaymee|F|4|modern
Jaymen|M|2|modern
Jaymere|M|2|modern
Jaymes|M?|4|modern
Jaymeson|M|3|modern
Jaymi|F|4|modern
Jaymie|F?|4|modern
Jaymin|M|3|modern
Jaymir|M|2|modern
Jaymison|M|2|modern
Jaymon|M|2|modern
Jaymond|M|2|modern
Jaymz|M|2|modern
Jayna|F|5|modern
Jayne|F|6|6
Jaynee|F|3|modern
Jaynell|F|2|modern
Jayni|F?|2|modern
Jaynie|F|4|modern
Jayon|M|3|modern
Jayona|F|2|modern
Jayonna|F|4|modern
Jayquan|M|4|modern
Jayr|M|2|modern
Jayren|M|3|modern
Jayro|M|3|modern
Jayron|M|3|modern
Jaysa|F|3|modern
Jayse|M|4|modern
Jaysean|M|3|modern
Jaysen|M|4|modern
Jaysha|F|2|modern
Jayshaun|M|3|modern
Jayshawn|M|4|modern
Jayshon|M|2|modern
Jayshun|M|2|modern
Jaysiah|M|2|modern
Jaysie|F|2|modern
Jaysin|M|2|modern
Jayson|M|6|modern
Jayston|M|2|modern
Jaysun|M|2|modern
Jayten|M|2|modern
Jaythan|M|3|modern
Jaythen|M|2|modern
Jayton|M|3|modern
Jayvan|M|2|modern
Jayven|M|4|modern
Jayveon|M|4|modern
Jayvian|M|4|modern
Jayvien|M|3|modern
Jayvier|M|2|modern
Jayvin|M|4|modern
Jayvion|M|4|modern
Jayvon|M|4|modern
Jayvyn|M|3|modern
Jayzen|M|2|modern
Jayziah|M|2|modern
Jayzon|M|2|modern
Jaz|U|2|modern
Jazaiyah|F|2|2
Jazalyn|F|2|modern
Jazalynn|F|2|modern
Jazara|F|2|modern
Jazarah|F|2|modern
Jazari|U|2|modern
Jazaria|F|3|modern
Jazariah|F|2|modern
Jaze|M|2|modern
Jazel|F|3|modern
Jazell|F|2|modern
Jazelle|F|4|modern
Jazelyn|F|2|modern
Jazhiel|M|2|2
Jaziah|U|4|modern
Jaziel|M|5|5
Jazier|M|2|modern
Jazilyn|F|2|modern
Jazion|M|2|modern
Jazir|M|2|2
Jazira|F|2|modern
Jaziya|F|2|modern
Jaziyah|F|4|modern
Jazleen|F|4|modern
Jazlene|F|4|modern
Jazlin|F|4|modern
Jazline|F|2|modern
Jazlyn|F|6|modern
Jazlyne|F|3|modern
Jazlynn|F|5|modern
Jazlynne|F|2|modern
Jazma|F|2|modern
Jazmaine|F|2|modern
Jazman|F|2|modern
Jazmarie|F|2|modern
Jazmeen|F|2|modern
Jazmen|F|4|modern
Jazmin|F|6|modern
Jazmina|F|2|modern
Jazmine|F|6|modern
Jazminn|F|2|modern
Jazmon|F?|2|modern
Jazmyn|F|5|modern
Jazmyne|F|5|modern
Jazmynn|F|3|modern
Jazon|M|2|modern
Jazper|M|2|modern
Jazsmin|F|2|modern
Jazsmine|F|2|modern
Jazyah|F|2|modern
Jazyiah|F|2|modern
Jazz|U|4|modern
Jazzalyn|F|2|modern
Jazzalynn|F|1|modern
Jazzelle|F|2|modern
Jazzie|F|2|modern
Jazziel|M|2|2
Jazzlin|F|2|modern
Jazzlyn|F|4|modern
Jazzlynn|F|4|modern
Jazzman|F?|2|modern
Jazzmen|F|2|modern
Jazzmin|F|4|modern
Jazzmine|F|4|modern
Jazzmon|F|2|modern
Jazzmyn|F|4|modern
Jazzmyne|F|3|modern
Jazzy|F|2|modern
Jb|M|3|modern
Jc|M|4|modern
Jceon|M|2|modern
Jd|M|4|modern
Jden|M|2|modern
Jdyn|M|2|modern
Jean|F?|9|vintage
Jeana|F|5|5
Jeanae|F|2|modern
Jeanann|F|3|3
Jeananne|F|2|2
Jeancarlo|M|3|modern
Jeancarlos|M|4|modern
Jeanclaude|M|2|modern
Jeane|F|4|vintage
Jeanean|F|2|2
Jeanee|F|2|modern
Jeaneen|F|3|3
Jeanell|F|3|3
Jeanelle|F|4|modern
Jeanene|F|4|4
Jeanenne|F|2|vintage
Jeanet|F|2|vintage
Jeanett|F|4|4
Jeanetta|F|5|5
Jeanette|F|8|vintage
Jeani|F|2|2
Jeania|F|2|2
Jeanice|F|4|4
Jeanie|F|6|6
Jeanifer|F|1|1
Jeanine|F|6|6
Jeaninne|F|2|2
Jeanita|F|2|2
Jeanluc|M|4|modern
Jeanmarc|M|2|modern
Jeanmarie|F|4|4
Jeanna|F|5|5
Jeanne|F|8|8
Jeannemarie|F|2|2
Jeannene|F|3|3
Jeannett|F|3|3
Jeannetta|F|4|4
Jeannette|F|7|vintage
Jeanni|F|2|2
Jeannie|F|6|6
Jeannine|F|6|6
Jeanny|F|2|modern
Jeanpaul|M|4|4
Jeanpierre|M|4|modern
Jeany|F|2|modern
Jearl|M?|3|vintage
Jearld|M|3|3
Jearldine|F|2|2
Jearlean|F|2|2
Jearlene|F|2|2
Jearline|F|2|vintage
Jeb|M|4|modern
Jebadiah|M|2|modern
Jebediah|M|3|modern
Jebidiah|M|2|modern
Jecenia|F|2|modern
Jed|M|5|5
Jeda|F|2|modern
Jedadiah|M|3|modern
Jedaiah|M|2|modern
Jedd|M|3|modern
Jedediah|M|4|modern
Jedi|M|2|modern
Jediah|M|3|modern
Jedidiah|M|5|modern
Jedrek|M|2|modern
Jedrick|M|2|modern
Jeena|F|2|modern
Jeet|M|2|modern
Jeevan|M|3|modern
Jef|M|2|2
Jeferson|M|2|modern
Jeff|M|8|8
Jefferey|M|4|4
Jefferie|M|2|2
Jefferson|M|6|modern
Jeffery|M|8|8
Jeffey|M|2|2
Jeffie|U|4|vintage
Jeffifer|F|2|modern
Jeffory|M|4|4
Jeffre|M|2|2
Jeffree|M|2|modern
Jeffrey|M|10|10
Jeffrie|M?|4|4
Jeffry|M|6|6
Jefrey|M|3|3
Jefry|M|2|modern
Jefte|M|2|modern
Jehad|M|2|modern
Jehan|U|2|modern
Jehiel|M|2|modern
Jehieli|F|2|modern
Jehilyn|F|3|3
Jehlani|U|2|2
Jehu|M|4|modern
Jeiden|M|2|modern
Jeidy|F|2|modern
Jeilani|F|2|2
Jeily|F|2|modern
Jeilyn|F|2|modern
Jeimy|F|3|modern
Jeison|M|2|modern
Jejuan|M|2|modern
Jekhi|M|2|modern
Jelani|M?|5|modern
Jelena|F|4|modern
Jelicia|F|2|modern
Jelina|F|2|modern
Jelisa|F|4|modern
Jelissa|F|3|modern
Jem|U|2|2
Jema|F|2|modern
Jemaine|M|2|modern
Jemal|M|3|3
Jemar|M|2|modern
Jemarcus|M|2|modern
Jemari|M|2|modern
Jemarion|M|2|modern
Jemel|M|3|modern
Jemell|M|2|modern
Jemia|F|2|modern
Jemiah|U|2|modern
Jemila|F|2|modern
Jemima|F|4|modern
Jemimah|F|3|modern
Jemina|F|2|modern
Jemini|U|2|modern
Jemma|F|5|modern
Jemmie|U|2|vintage
Jemuel|M|2|modern
Jemya|F|2|modern
Jen|F|2|2
Jena|F|6|modern
Jenae|F|4|modern
Jenafer|F|2|modern
Jenah|F|2|modern
Jenai|F|3|modern
Jenaiah|F|2|2
Jenalee|F|2|modern
Jenalyn|F|2|modern
Jenan|F|2|modern
Jenaro|M|3|modern
Jenasis|F|2|modern
Jenavee|F|2|modern
Jenaveve|F|2|modern
Jenavie|F|2|modern
Jenavieve|F|3|modern
Jenay|F|3|modern
Jenaya|F|3|modern
Jenayah|F|2|modern
Jenaye|F|2|modern
Jencarlo|M|2|modern
Jencarlos|M|4|modern
Jency|F|2|modern
Jendayi|F|2|modern
Jene|U|4|modern
Jenea|F|3|modern
Jenean|F|3|3
Jeneane|F|3|3
Jenee|F|4|modern
Jeneen|F|4|4
Jenefer|F|2|2
Jenel|F|3|modern
Jenell|F|4|modern
Jenelle|F|5|modern
Jenene|F|3|3
Jenesa|F|2|modern
Jenese|F|2|modern
Jenesis|F?|5|modern
Jenessa|F|4|modern
Jenesys|F|2|modern
Jenet|F|2|modern
Jenetta|F|3|3
Jenette|F|4|4
Jeneva|F|4|modern
Jenevie|F|2|modern
Jenevieve|F|4|modern
Jeni|F|4|4
Jenia|F|2|modern
Jeniah|F|3|modern
Jenica|F|4|modern
Jenice|F|4|4
Jenicka|F|2|modern
Jenie|F|2|2
Jeniece|F|3|modern
Jeniel|M|2|modern
Jenifer|F|6|6
Jeniffer|F|4|modern
Jenika|F|3|modern
Jenilee|F|3|modern
Jenilyn|F|2|modern
Jenin|F|2|modern
Jenine|F|4|4
Jenipher|F|2|modern
Jenisa|F|2|modern
Jenise|F|4|modern
Jenisha|F|2|modern
Jenisis|F|2|modern
Jenissa|F|2|modern
Jenita|F|2|2
Jeniya|F|2|modern
Jeniyah|F|3|modern
Jenkins|M|2|vintage
Jenn|F|1|1
Jenna|F|8|modern
Jennae|F|2|modern
Jennafer|F|4|modern
Jennah|F|4|modern
Jennalee|F|3|modern
Jennalyn|F|2|modern
Jennalynn|F|2|modern
Jennamarie|F|2|modern
Jennavecia|F|2|modern
Jennavie|F|2|modern
Jennavieve|F|2|modern
Jenne|F|3|modern
Jennefer|F|4|4
Jennel|F|2|modern
Jennell|F|4|modern
Jennelle|F|4|modern
Jennene|F|2|2
Jenner|M|3|modern
Jennesis|F|2|modern
Jennessa|F|3|modern
Jennessy|F|2|modern
Jennet|F|2|modern
Jennett|F|3|vintage
Jennetta|F|3|3
Jennette|F|4|4
Jenney|F|3|3
Jennfer|F|2|2
Jennfier|F|2|modern
Jenni|F|5|modern
Jennica|F|4|modern
Jennice|F|2|2
Jennie|F|8|vintage
Jenniefer|F|2|2
Jennier|F|2|modern
Jennife|F|2|2
Jennifer|F|11|11
Jenniferann|F|2|modern
Jenniferlynn|F|2|modern
Jenniffer|F|4|4
Jennifier|F|3|3
Jennifr|F|2|2
Jennika|F|2|modern
Jennilee|F|2|modern
Jennilyn|F|2|modern
Jennine|F|4|4
Jennings|M?|5|vintage
Jennipher|F|3|modern
Jennise|F|2|modern
Jenny|F|7|7
Jennyfer|F|4|modern
Jennylee|F|2|modern
Jeno|M|2|modern
Jens|M|4|modern
Jensen|M?|6|modern
Jensine|F|2|modern
Jenson|M|4|modern
Jensy|U|2|modern
Jensyn|U|4|modern
Jentri|F|2|modern
Jentry|U|4|modern
Jentzen|M|2|modern
Jeny|F|2|modern
Jenya|F|2|modern
Jenyfer|F|2|modern
Jeoffrey|M|2|modern
Jeorge|M|2|modern
Jeorgia|F|2|modern
Jeovani|M|2|modern
Jeovanni|M|3|modern
Jeovanny|M|2|modern
Jeovany|M|3|modern
Jep|M|2|modern
Jeptha|M|2|vintage
Jequan|M|2|modern
Jera|F|3|modern
Jerad|M|4|modern
Jerah|F|2|modern
Jeral|M|2|2
Jerald|M|6|6
Jeraldine|F|4|4
Jeraline|F|2|2
Jeralyn|F|4|4
Jeralynn|F|2|modern
Jerame|M|3|modern
Jeramey|M|3|modern
Jerami|M|2|modern
Jeramia|M|2|modern
Jeramiah|M|4|modern
Jeramie|M|4|4
Jeramy|M|4|modern
Jeramyah|M|2|modern
Jeran|M|2|modern
Jerard|M|4|modern
Jerardo|M|4|modern
Jerauld|M|2|vintage
Jere|M|5|5
Jered|M|4|modern
Jeree|F|2|modern
Jerek|M|3|modern
Jerel|M|4|modern
Jerelene|F|2|2
Jereline|F|2|2
Jerell|M|4|modern
Jerelle|M?|2|modern
Jerelyn|F|3|3
Jeremaih|M|2|modern
Jeremaine|M|2|2
Jereme|M|4|modern
Jeremey|M|4|modern
Jeremi|M|4|modern
Jeremia|M|3|modern
Jeremiah|M|8|modern
Jeremias|M|4|modern
Jeremie|M|4|modern
Jeremih|M|4|modern
Jeremiyah|M|2|modern
Jeremy|M|9|modern
Jeremyah|M|3|modern
Jeren|M|2|modern
Jerene|F|3|3
Jeret|M|2|modern
Jerett|M|2|modern
Jeri|F|6|6
Jeriah|M?|4|modern
Jeriann|F|2|2
Jerianne|F|2|2
Jeric|M|3|modern
Jerica|F|4|modern
Jericha|F|2|modern
Jericho|M?|5|modern
Jerick|M|3|modern
Jericka|F|2|modern
Jerico|M|3|modern
Jerid|M|3|modern
Jerie|F|2|2
Jeriel|M|4|modern
Jerik|M|2|modern
Jerika|F|4|modern
Jeriko|M|2|modern
Jerilee|F|2|2
Jerilyn|F|5|5
Jerilynn|F|4|4
Jerimah|M|2|modern
Jerime|M|2|2
Jerimiah|M|5|modern
Jerimie|M|2|2
Jerimy|M|3|3
Jerimyah|M|2|modern
Jerin|M?|3|modern
Jeris|U|2|modern
Jerita|F|1|1
Jeriyah|F?|2|modern
Jerl|M|2|vintage
Jerlean|F|3|3
Jerlene|F|3|3
Jerline|F|4|4
Jerlisa|F|2|modern
Jerlyn|F|2|2
Jermain|M|4|modern
Jermaine|M|6|6
Jermal|M|3|modern
Jermale|M|2|modern
Jerman|M|2|modern
Jermane|M|3|modern
Jermani|F?|3|modern
Jermanie|U|2|modern
Jermany|U|2|modern
Jermar|M|2|modern
Jermarcus|M|2|modern
Jermari|M|2|modern
Jermarion|M|2|modern
Jermayne|M|2|modern
Jermeka|F|2|modern
Jermel|M|4|modern
Jermell|M|3|modern
Jermery|M|2|modern
Jermesha|F|2|modern
Jermey|M|4|modern
Jermia|F|2|modern
Jermiah|M|4|modern
Jermichael|M|2|modern
Jermie|M|2|modern
Jermine|M|2|modern
Jermiya|F|2|modern
Jermiyah|F?|2|modern
Jermon|M|3|modern
Jermond|M|2|modern
Jermone|M|2|modern
Jermy|M|3|modern
Jermya|F|2|modern
Jernard|M|2|modern
Jernee|F|2|modern
Jerney|F?|2|modern
Jerni|F|2|modern
Jernie|F|2|modern
Jerod|M|5|modern
Jerol|M?|2|2
Jerold|M|5|5
Jeroline|F|2|vintage
Jerolyn|F|3|3
Jerome|M|8|8
Jeromey|M|2|2
Jeromie|M|3|3
Jeromy|M|4|4
Jeron|M|4|modern
Jerone|M|4|4
Jeronica|F|2|modern
Jeronimo|M|4|modern
Jerra|F|3|modern
Jerrad|M|4|modern
Jerral|M|2|2
Jerrald|M|3|3
Jerran|M|2|modern
Jerrard|M|2|modern
Jerre|U|4|4
Jerred|M|4|modern
Jerrel|M|4|4
Jerrell|M|5|modern
Jerremy|M|2|modern
Jerren|M|3|modern
Jerret|M|2|modern
Jerrett|M|4|modern
Jerri|F|6|6
Jerriah|F|2|modern
Jerriann|F|2|2
Jerrica|F|4|modern
Jerrick|M|4|modern
Jerricka|F|2|modern
Jerrico|M|2|modern
Jerrid|M|4|modern
Jerrie|F|5|5
Jerrik|M|2|modern
Jerrika|F|3|modern
Jerrilyn|F|4|4
Jerrilynn|F|2|2
Jerrin|M|3|modern
Jerrine|F|2|2
Jerrion|M|2|modern
Jerris|U|2|2
Jerrit|M|2|modern
Jerritt|M|2|modern
Jerrod|M|5|modern
Jerrol|M|2|2
Jerrold|M|5|5
Jerron|M|4|modern
Jerry|U|10|10
Jerrye|F|2|2
Jerryl|M|2|2
Jersee|F|2|modern
Jersei|F|2|2
Jersey|F?|4|modern
Jersi|F|2|2
Jersie|F|3|modern
Jerson|M|4|modern
Jerusalem|U|2|modern
Jerusha|F|4|4
Jervis|M|2|2
Jervon|M|3|modern
Jery|M|2|2
Jeryl|U|4|4
Jeryn|U|2|modern
Jerzee|F|2|modern
Jerzey|F?|2|modern
Jerzi|F|3|3
Jerzie|F|3|modern
Jerzy|U|2|modern
Jes|M|2|2
Jesaiah|M|2|modern
Jesalyn|F|2|modern
Jese|M|2|modern
Jeselle|F|2|modern
Jesenia|F|4|modern
Jeshua|M|4|modern
Jeshurun|M|2|modern
Jesi|F?|3|modern
Jesiah|M?|4|modern
Jesica|F|4|modern
Jesicca|F|2|modern
Jesika|F|4|modern
Jeslin|F|2|modern
Jesly|F|2|modern
Jeslyn|F|4|modern
Jeslynn|F|2|modern
Jesper|M|2|2
Jess|M|6|vintage
Jessa|F|5|modern
Jessabelle|F|2|modern
Jessaca|F|2|modern
Jessah|F|2|modern
Jessalyn|F|4|modern
Jessalynn|F|3|modern
Jessamine|F|3|modern
Jessamy|F|2|modern
Jessamyn|F|3|modern
Jesscia|F|2|modern
Jesse|U|9|modern
Jesseca|F|4|modern
Jessee|M?|4|modern
Jessejames|M|3|modern
Jesseka|F|2|modern
Jessel|F?|2|modern
Jesselle|F|2|modern
Jesselyn|F|3|modern
Jessen|M|2|modern
Jessenia|F|5|modern
Jessenya|F|2|modern
Jessey|M?|4|modern
Jessi|F?|5|modern
Jessia|F|3|modern
Jessiah|M?|4|modern
Jessic|F|2|modern
Jessica|F|11|modern
Jessicaann|F|2|modern
Jessicah|F|2|modern
Jessicalynn|F|2|modern
Jessicamarie|F|2|modern
Jessicca|F|3|modern
Jessice|F|2|modern
Jessicia|F|2|modern
Jessie|U|9|vintage
Jessieca|F|2|modern
Jessika|F|5|modern
Jessikah|F|2|modern
Jessilyn|F|3|modern
Jessilynn|F|2|modern
Jessina|F|2|modern
Jessly|F|2|modern
Jesslyn|F|4|modern
Jesslynn|F|3|modern
Jessup|M|2|modern
Jessy|M?|5|modern
Jessyca|F|4|modern
Jessye|F|2|modern
Jessyka|F|2|modern
Jestin|M|4|modern
Jestina|F|2|modern
Jestine|F|4|4
Jeston|M|2|modern
Jesua|M|2|modern
Jesus|M|8|modern
Jesusa|F|4|vintage
Jesusita|F|4|vintage
Jet|M|4|modern
Jetaime|F|2|modern
Jetaun|F|2|2
Jeter|M|4|modern
Jethro|M|4|modern
Jetson|M|3|3
Jett|M|6|modern
Jetta|F|4|modern
Jette|F|2|modern
Jettie|F|4|vintage
Jettsen|M|2|2
Jettson|M|4|4
Jetty|F?|2|vintage
Jeury|M|2|modern
Jevan|M|2|modern
Jevante|M|2|modern
Jevaughn|M|2|modern
Jevin|M|3|modern
Jevon|M|5|modern
Jevonte|M|2|modern
