# name-stuff given names
# format: name|gender|frequency|tags
#
Ivonne|F|5|modern
Ivor|M|4|vintage
Ivoree|F|2|2
Ivori|F|3|modern
Ivorie|F|2|modern
Ivory|M|6|modern
Ivry|F|2|modern
Ivy|F|7|modern
Ivyana|F|2|modern
Ivyanna|F|3|modern
Ivylynn|F|2|2
Ivyonna|F|2|modern
Ivyrose|F|2|modern
Iwalani|F|2|2
Iwao|M|2|vintage
Ixchel|F|4|modern
Iya|F|2|modern
Iyad|M|2|modern
Iyah|F|2|modern
Iyahna|F|2|modern
Iyan|M|2|modern
Iyana|F|5|modern
Iyanah|F|3|modern
Iyani|F|2|modern
Iyania|F|2|modern
Iyanla|F|2|modern
Iyanna|F|5|modern
Iyannah|F|2|modern
Iyanni|F|2|modern
Iyanuoluwa|U|2|modern
Iyari|F|2|modern
Iyesha|F|2|modern
Iyla|F|4|4
Iylah|F|3|3
Iyona|F|2|modern
Iyonna|F|4|modern
Iysis|F|2|modern
Iza|F|2|modern
Izaac|M|4|modern
Izaak|M|4|modern
Izaan|M|2|modern
Izabel|F|4|modern
Izabela|F|4|modern
Izabell|F|4|modern
Izabella|F|6|modern
Izabellah|F|2|modern
Izabelle|F|4|modern
Izac|M|3|modern
Izacc|M|2|modern
Izack|M|2|modern
Izadora|F|2|modern
Izael|M|4|4
Izaiah|M|6|modern
Izaias|M|2|modern
Izaih|M|2|modern
Izaiha|M|2|modern
Izaiyah|M|2|modern
Izak|M|4|modern
Izamar|F|3|modern
Izan|M|4|4
Izara|F|2|2
Izaya|M|4|modern
Izayah|M|4|modern
Izayiah|M|2|modern
Izeah|M|2|modern
Izek|M|2|modern
Izekiel|M|2|2
Izel|F?|4|modern
Izela|F|2|modern
Izell|M|3|3
Izella|F|2|vintage
Izen|M|2|modern
Izetta|F|4|vintage
Izeyah|M|2|modern
Izhaan|M|2|2
Iziah|M|4|modern
Izic|M|2|modern
Izick|M|2|modern
Izik|M|3|modern
Izmael|M|2|modern
Izola|F|4|vintage
Izora|F|4|vintage
Izrael|M|4|modern
Izreal|M|2|modern
Izumi|F|2|modern
Izyan|M|2|modern
Izza|F|2|2
Izzabell|F|2|modern
Izzabella|F|4|modern
Izzabelle|F|2|modern
Izzac|M|2|modern
Izzah|F|2|modern
Izzak|M|2|modern
Izzie|F|2|modern
Izzy|F?|4|modern
Ja|U|2|modern
Jaala|F|2|modern
Jaaliyah|F|2|modern
Jaan|M|2|modern
Jaana|F|2|modern
Jaanai|F|2|modern
Jaanvi|F|2|modern
Jaaron|M|2|modern
Jaasia|F|2|modern
Jaasiel|M|3|modern
Jaaziah|M?|2|modern
Jaaziel|M|3|modern
Jabar|M|2|2
Jabaree|M|2|modern
Jabari|M|5|modern
Jabarie|M|2|modern
Jabarri|M|2|modern
Jabbar|M|3|3
Jabe|M|2|modern
Jaber|M|2|modern
Jabes|M|2|modern
Jabez|M|4|modern
Jabier|M|2|2
Jabin|M|3|modern
Jabir|M|2|modern
Jabori|M|2|modern
Jabre|M?|2|modern
Jabrea|F|2|modern
Jabree|M?|2|modern
Jabreel|M|2|modern
Jabri|M?|2|modern
Jabria|F|4|modern
Jabriel|M|4|modern
Jabril|M|4|modern
Jabron|M|2|modern
Jac|M|3|3
Jacai|M|2|modern
Jacalyn|F|5|5
Jacalynn|F|1|1
Jacara|F|2|modern
Jacari|M|4|modern
Jacarius|M|2|modern
Jacarri|M|2|modern
Jacayla|F|2|modern
Jacci|F|2|2
Jaccob|M|3|modern
Jace|M|7|modern
Jacee|F|4|modern
Jaceion|M|2|modern
Jacek|M|3|modern
Jacelyn|F|4|modern
Jacelynn|F|3|modern
Jacen|M|4|modern
Jaceon|M|4|modern
Jacere|M|2|modern
Jacey|F|5|modern
Jaceyon|M|3|modern
Jachai|M|2|modern
Jachelle|F|2|modern
Jachin|M|2|modern
Jachob|M|2|modern
Jaci|F|5|modern
Jacie|F|4|modern
Jaciel|M|4|modern
Jacier|M|2|modern
Jacilyn|F|2|modern
Jacinda|F|4|modern
Jacinta|F|4|modern
Jacinto|M|4|modern
Jacion|M|2|modern
Jack|M|10|vintage
Jackalyn|F|3|modern
Jackalynn|F|2|modern
Jackee|F|2|modern
Jackelin|F|4|modern
Jackeline|F|5|modern
Jackelyn|F|4|modern
Jackelyne|F|2|modern
Jackelynn|F|2|modern
Jackey|M?|3|3
Jacki|F|4|4
Jackie|U|8|8
Jackilyn|F|2|modern
Jacklin|F|3|modern
Jackline|F|2|2
Jacklyn|F|6|modern
Jacklyne|F|2|modern
Jacklynn|F|4|modern
Jackob|M|2|modern
Jackolyn|F|2|2
Jackqueline|F|4|4
Jackquelyn|F|2|2
Jackquline|F|3|3
Jacksen|M|3|modern
Jackson|M|9|modern
Jackston|M|2|modern
Jacksyn|M?|2|modern
Jacky|M?|5|5
Jackye|F|2|2
Jaclin|F|2|modern
Jaclyn|F|6|modern
Jaclyne|F|2|modern
Jaclynn|F|4|modern
Jaclynne|F|2|modern
Jacob|M|10|modern
Jacoba|F|2|vintage
Jacobb|M|2|modern
Jacobe|M|4|modern
Jacobey|M|2|modern
Jacobi|M?|4|modern
Jacobie|M|3|modern
Jacobina|F|1|1
Jacobo|M|4|modern
Jacobus|M|2|modern
Jacoby|M|6|modern
Jacolby|M|4|modern
Jacole|F|2|modern
Jacolyn|F|2|2
Jacora|F|2|modern
Jacorey|M|4|modern
Jacori|M|4|modern
Jacoria|F|2|modern
Jacorian|M|2|modern
Jacorie|M|2|modern
Jacorion|M|2|modern
Jacory|M|4|modern
Jacoya|F|2|modern
Jacqlyn|F|3|modern
Jacqualine|F|4|4
Jacqualyn|F|4|4
Jacquan|M|2|modern
Jacque|F|5|5
Jacquees|M|2|modern
Jacquel|U|3|modern
Jacquelene|F|4|4
Jacqueli|F|2|modern
Jacquelin|F|5|modern
Jacquelina|F|2|2
Jacqueline|F|9|9
Jacquelyn|F|7|7
Jacquelyne|F|4|4
Jacquelynn|F|5|modern
Jacquelynne|F|3|modern
Jacques|M|5|modern
Jacquese|U|2|modern
Jacquetta|F|4|modern
Jacquette|F|2|modern
Jacquez|M|4|modern
Jacqui|F|3|3
Jacquie|F?|4|4
Jacquiline|F|3|3
Jacquilyn|F|2|modern
Jacquise|U|2|modern
Jacquita|F|2|modern
Jacqulene|F|2|2
Jacqulin|F|3|3
Jacquline|F|5|5
Jacqulyn|F|4|modern
Jacqulyne|F|2|2
Jacqulynn|F|2|modern
Jacson|M|2|modern
Jacub|M|2|modern
Jacy|F?|4|modern
Jacyln|F|2|modern
Jacynda|F|2|modern
Jad|M|4|modern
Jada|F|7|modern
Jadae|F|2|modern
Jadah|F|4|modern
Jadakiss|M?|2|modern
Jadalee|F|2|modern
Jadalyn|F|3|modern
Jadalynn|F|3|modern
Jadamarie|F|2|modern
Jadan|M?|4|modern
Jadarian|M|2|modern
Jadarious|M|2|modern
Jadarius|M|4|modern
Jadarrius|M|2|modern
Jadaya|F|2|modern
Jadda|F|1|modern
Jadden|M?|2|modern
Jade|U|8|modern
Jadea|F|2|modern
Jadee|F|2|modern
Jadelyn|F|4|modern
Jadelynn|F|4|modern
Jaden|M?|7|modern
Jadence|F?|2|modern
Jader|M|2|modern
Jadesola|F|2|modern
Jadeyn|F?|3|modern
Jadi|F|2|modern
Jadia|F|2|modern
Jadian|M?|2|modern
Jadie|F?|3|modern
Jadiel|M|5|modern
Jadien|M?|2|modern
Jadin|U|4|modern
Jadine|F|2|modern
Jadira|F|2|modern
Jadis|U|2|modern
Jadon|M|6|modern
Jadore|F?|4|modern
Jadrian|M?|3|modern
Jadriel|M|2|modern
Jadrien|M|2|modern
Jady|F|2|modern
Jadyn|F?|6|modern
Jadynn|F?|3|modern
Jadzia|F|3|modern
Jae|U|4|modern
Jaece|M|2|modern
Jaeceon|M|2|modern
Jaecion|M|2|modern
Jaecob|M|2|modern
Jaeda|F|4|modern
Jaedah|F|2|modern
Jaedan|M?|3|modern
Jaeden|M|5|modern
Jaedin|M?|3|modern
Jaedon|M|4|modern
Jaedyn|U|4|modern
Jaedynn|F?|2|modern
Jaeger|M|3|modern
Jaekwon|M|2|modern
Jael|U|5|modern
Jaela|F|4|modern
Jaelah|F|3|modern
Jaelan|M?|2|modern
Jaelani|F|3|3
Jaelee|F|2|modern
Jaeleen|F|2|modern
Jaeleigh|F|2|modern
Jaelen|M?|4|modern
Jaelene|F|2|modern
Jaeli|F|2|modern
Jaeliana|F|2|modern
Jaelie|F|2|modern
Jaelin|U|4|modern
Jaelle|F|3|modern
Jaelon|M|3|modern
Jaely|F|2|modern
Jaelyn|F|6|modern
Jaelyne|F|2|modern
Jaelynn|F|5|modern
Jaelynne|F|2|modern
Jaena|F|2|modern
Jaequan|M|2|modern
Jaesean|M|2|modern
Jaeshaun|M|2|modern
Jaeshawn|M|2|modern
Jaeson|M|3|modern
Jaeveon|M|2|modern
Jaevian|M|2|modern
Jaevin|M|2|modern
Jaevion|M|2|modern
Jaevon|M|3|modern
Jafar|M|3|modern
Jafari|M|2|modern
Jafet|M|4|modern
Jafeth|M|2|modern
Jag|M|2|modern
Jager|M|3|modern
Jaggar|M|2|modern
Jagger|M|5|modern
Jago|M|2|modern
Jah|M|2|2
Jahaad|M|2|modern
Jahaan|M|2|2
Jahad|M|2|modern
Jahaira|F|4|modern
Jahaire|M|2|2
Jahan|M|3|modern
Jahanna|F|2|modern
Jahara|F|2|modern
Jahari|M?|4|modern
Jahayra|F|2|modern
Jahaziel|M|4|modern
Jahbari|M|2|modern
Jahdai|U|2|modern
Jahden|M|2|modern
Jahdiel|M|3|modern
Jaheem|M|4|modern
Jaheim|M|4|modern
Jaheir|M|2|2
Jahel|M|2|modern
Jahi|M|3|modern
Jahid|M|2|modern
Jahiem|M|4|modern
Jahir|M|4|modern
Jahira|F|2|modern
Jahkai|M|3|3
Jahkari|M|2|2
Jahkeem|M|2|modern
Jahki|M|2|modern
Jahking|M|2|modern
Jahlani|U|3|3
Jahleah|F|2|modern
Jahleel|M|4|modern
Jahlia|F|2|modern
Jahlil|M|4|modern
Jahliyah|F|2|modern
Jahlon|M|2|modern
Jahmad|M|2|modern
Jahmai|M|2|modern
Jahmal|M|4|modern
Jahmani|M|2|modern
Jahmar|M|3|modern
Jahmari|M|4|modern
Jahmarion|M|2|modern
Jahmeer|M|2|modern
Jahmeir|M|2|modern
Jahmel|M|3|modern
Jahmere|M|3|modern
Jahmia|F|2|modern
Jahmier|M|2|modern
Jahmil|M|2|modern
Jahmir|M|4|modern
Jahmire|M|2|modern
Jahmiya|F|1|modern
Jahmya|F|2|modern
Jahn|M|2|modern
Jahna|F|2|modern
Jahnae|F|2|modern
Jahnai|F?|2|modern
Jahnavi|F|2|modern
Jahnay|F|2|modern
Jahnaya|F|2|modern
Jahnessa|F|2|modern
Jahni|U|2|modern
Jahnia|F|2|modern
Jahniah|F|2|modern
Jahniya|F|3|modern
Jahniyah|F|2|modern
Jahnya|F|2|modern
Jahnyla|F|2|modern
Jahon|M|2|modern
Jahquan|M|2|modern
Jahquez|M|2|modern
Jahred|M|2|modern
Jahrell|M|2|modern
Jahron|M|2|modern
Jahsai|M|2|2
Jahseh|M|3|3
Jahshua|M|2|modern
Jahsiah|M|3|modern
Jahsir|M|3|modern
Jahson|M|2|modern
Jahvier|M|2|modern
Jahvon|M|3|modern
Jahzara|F|4|modern
Jahzaria|F|2|modern
Jahzeel|M?|2|modern
Jahziah|M?|2|modern
Jahziel|M|4|4
Jahzier|M|2|modern
Jahzir|M|2|2
Jai|M|5|modern
Jaia|F|3|modern
Jaiah|F|2|modern
Jaiana|F|2|modern
Jaianna|F|2|modern
Jaice|M?|3|modern
Jaicee|F|3|modern
Jaiceon|M|3|modern
Jaicey|F|2|modern
Jaicion|M|2|modern
Jaicob|M|2|modern
Jaid|F|2|modern
Jaida|F|5|modern
Jaidah|F|3|modern
Jaidan|U|4|modern
Jaide|F|4|modern
Jaiden|U|6|modern
Jaidence|U|2|modern
Jaidev|M|2|modern
Jaidin|U|3|modern
Jaidon|M|4|modern
Jaidy|F|2|modern
Jaidyn|F|5|modern
Jaidynn|F?|2|modern
Jaiel|U|2|modern
Jaielle|F|2|modern
Jaila|F|4|modern
Jailah|F|4|modern
Jailan|M?|2|modern
Jailani|F|2|2
Jailee|F|3|modern
Jaileen|F|3|modern
Jaileigh|F|2|modern
Jailen|M?|4|modern
Jailene|F|4|modern
Jailey|F|2|modern
Jailin|U|3|modern
Jailine|F|2|modern
Jailon|M|2|modern
Jailyn|F|5|modern
Jailyne|F|3|3
Jailynn|F|4|modern
Jailynne|F|1|modern
Jaima|F|2|2
Jaimarie|F|2|modern
Jaime|U|8|8
Jaimee|F|4|modern
Jaimen|M|2|modern
Jaimes|M|2|modern
Jaimeson|M|2|modern
Jaimey|F?|2|2
Jaimi|F|4|4
Jaimie|F|6|modern
Jaimin|M|2|modern
Jaimy|F?|2|modern
Jaina|F|4|modern
Jaine|F|2|modern
Jaion|M|2|modern
Jaiona|F|2|modern
Jaionna|F|2|modern
Jaiquan|M|2|modern
Jair|M|5|modern
Jaira|F|3|modern
Jaire|M|4|4
Jairen|M|2|modern
Jairo|M|6|modern
Jairon|M|2|modern
Jairus|M|4|modern
Jaisa|F|2|modern
Jaise|M?|2|modern
Jaisean|M|2|modern
Jaisen|M|2|modern
Jaisha|F|2|modern
Jaishaun|M|2|modern
Jaishawn|M|2|modern
Jaishon|M|2|modern
Jaisley|F|2|2
Jaison|M|4|modern
Jaiveer|M|2|modern
Jaiven|M|2|modern
Jaiveon|M|2|modern
Jaivion|M|2|modern
Jaivon|M|3|modern
Jaivyn|M|2|modern
Jaiya|F|3|modern
Jaiyah|F|2|modern
Jaiyana|F|3|modern
Jaiyanna|F|2|modern
Jaiyden|M|2|modern
Jaiyla|F|2|modern
Jaja|M|2|2
Jajaira|F|2|modern
Jajuan|M|4|modern
Jak|M|3|modern
Jakaden|M|2|modern
Jakai|M?|4|4
Jakaiden|M|2|modern
Jakaila|F|2|modern
Jakaiya|F|2|modern
Jakala|F|2|modern
Jakara|F|2|modern
Jakaree|M|2|modern
Jakari|M?|5|5
Jakaria|F|2|modern
Jakarie|M|2|modern
Jakarri|M|2|modern
Jakavion|M|2|modern
Jakaya|F|2|modern
Jakayden|M|2|modern
Jakayla|F|5|modern
Jakaylah|F|2|modern
Jake|M|8|modern
Jakeb|M|4|modern
Jakeem|M|4|modern
Jakeira|F|2|modern
Jakeisha|F|2|modern
Jakel|M|2|modern
Jakelin|F|3|modern
Jakeline|F|3|modern
Jakell|M|2|modern
Jakelyn|F|2|modern
Jaken|M|2|modern
Jakenzie|F|2|modern
Jakeob|M|2|modern
Jakera|F|2|modern
Jakeria|F|3|modern
Jakerria|F|2|modern
Jakey|M?|1|1
Jakeya|F|2|modern
Jakhai|M|2|modern
Jakhari|M|4|4
Jakhi|M|4|modern
Jakhia|F|2|modern
Jaki|U|2|modern
Jakia|F|4|modern
Jakiah|F?|3|modern
Jakie|M|3|vintage
Jakiera|F|2|modern
Jakim|M|2|modern
Jakin|M|2|modern
Jaking|M|2|modern
Jakira|F|4|modern
Jakirah|F|2|modern
Jakita|F|2|modern
Jakiya|F|4|modern
Jakiyah|F|4|modern
Jakki|F|2|modern
Jaklyn|F|2|modern
Jakob|M|6|modern
Jakobe|M|4|modern
Jakobi|M|4|modern
Jakobie|M|3|modern
Jakoby|M|4|modern
Jakolby|M|2|modern
Jakorey|M|2|modern
Jakori|M|3|modern
Jakory|M|2|modern
Jakota|M|2|modern
Jakson|M|3|modern
Jakub|M|4|modern
Jakwan|M|2|modern
Jakwon|M|2|modern
Jakya|F|2|modern
Jakyah|F|2|modern
Jakye|M|2|modern
Jakyia|F|2|modern
Jakyiah|F|2|modern
Jakyla|F|3|modern
Jakylah|F|2|modern
Jakylan|M|2|modern
Jakyra|F|4|modern
Jakyrah|F|2|modern
Jakyri|M|2|modern
Jakyrie|M|2|2
Jala|F|4|modern
Jalah|F|3|modern
Jalaiah|F|2|2
Jalaina|F|2|modern
Jalaine|F|2|2
Jalaiya|F|2|modern
Jalaiyah|F|2|modern
Jalal|M|3|modern
Jalan|M?|3|modern
Jalana|F|2|modern
Jalani|U|4|4
Jalasia|F|2|modern
Jalaya|F|4|modern
Jalayah|F|4|modern
Jalayia|F|2|modern
Jalayiah|F|2|modern
Jalayla|F|2|modern
Jalayna|F|2|modern
Jalaysia|F|3|modern
Jalea|F|3|modern
Jaleah|F|4|modern
Jaleal|M|2|modern
Jalecia|F|2|modern
Jalee|F|2|modern
Jaleea|F|2|modern
Jaleeah|F|2|modern
Jaleel|M|4|modern
Jaleen|U|3|modern
Jaleena|F|2|modern
Jaleesa|F|4|modern
Jaleeya|F|2|modern
Jaleeyah|F|2|modern
Jaleia|F|2|modern
Jaleiah|F|2|modern
Jaleigh|F|3|modern
Jaleigha|F|2|modern
Jaleisa|F|2|modern
Jalen|M|6|modern
Jalena|F|4|modern
Jalene|F?|4|modern
Jalesa|F|3|modern
Jalesha|F|2|modern
Jalesia|F|2|modern
Jalessa|F|3|modern
Jalexia|F|2|modern
Jalexis|F|2|modern
Jalexus|F|2|modern
Jaley|F|2|modern
Jaleya|F|2|modern
Jaleyah|F|3|modern
Jalia|F|4|modern
Jaliah|F|4|modern
Jalicia|F|3|modern
Jalie|F|2|modern
Jaliel|M|2|modern
Jalik|M|2|modern
Jalil|M|4|modern
Jalila|F|2|modern
Jalilah|F|2|modern
Jalin|M?|4|modern
Jalina|F|3|modern
Jaline|F|2|modern
Jalisa|F|5|modern
Jalise|F|2|modern
Jalisha|F|3|modern
Jalisia|F|2|modern
Jalissa|F|4|modern
Jaliya|F|3|modern
Jaliyah|F|6|modern
Jaliza|F|2|modern
Jalon|M|4|modern
Jalonda|F|2|modern
Jaloni|U|3|3
Jalyah|F|2|modern
Jalyiah|F|2|modern
Jalyn|F|5|modern
Jalyne|F?|2|modern
Jalynn|F|5|modern
Jalynne|F|2|modern
Jalyric|F?|2|modern
Jalysa|F|2|modern
Jalyssa|F|4|modern
Jama|F?|4|4
Jamaal|M|5|modern
Jamaar|M|3|modern
Jamacia|F|2|modern
Jamael|M|2|modern
Jamahl|M|3|modern
Jamai|M?|2|modern
Jamaica|F|4|modern
Jamail|M|2|modern
Jamaine|M|4|4
Jamair|M|2|modern
Jamaiya|F|2|modern
Jamal|M|6|modern
Jamala|F|2|2
Jamale|M|2|modern
Jamall|M|4|modern
Jamani|U|3|modern
Jamar|M|6|modern
Jamara|F|3|modern
Jamarco|M|2|modern
Jamarcus|M|5|modern
Jamare|M|2|modern
Jamarea|U|2|modern
Jamaree|M|3|modern
Jamareon|M|2|modern
Jamari|M|6|modern
Jamaria|F|4|modern
Jamariah|F|2|modern
Jamarian|M|3|modern
Jamarie|M?|3|modern
Jamarien|M|2|modern
Jamarii|M|2|modern
Jamario|M|4|modern
Jamarion|M|5|modern
Jamarious|M|3|modern
Jamaris|M?|2|modern
Jamarius|M|4|modern
Jamariya|F|2|modern
Jamarkus|M|3|modern
Jamarl|M|2|modern
Jamarquis|M|2|modern
Jamarr|M|4|modern
Jamarri|M|3|modern
Jamarria|F|1|modern
Jamarrion|M|2|modern
Jamas|M|2|2
Jamason|M|2|modern
Jamaul|M|3|modern
Jamauri|M|4|modern
Jamaury|M|2|modern
Jamaya|F|4|modern
Jamayah|F|2|modern
Jame|M|4|4
Jamea|F|2|modern
Jameah|F|2|modern
Jameal|M|2|modern
Jamear|M|2|modern
Jameca|F|2|modern
Jamecia|F|3|modern
Jamee|F?|4|modern
Jameek|M|2|modern
Jameeka|F|2|modern
Jameel|M|4|modern
Jameela|F|3|modern
Jameelah|F|4|modern
Jameer|M|4|modern
Jameia|F|2|modern
Jameika|F|2|modern
Jameil|M|2|modern
Jameila|F|2|modern
Jameir|M|3|modern
Jameis|M|2|modern
Jameisha|F|2|modern
Jameison|M|2|modern
Jameka|F|4|modern
Jamekia|F|2|modern
Jamel|M|6|modern
Jamela|F|3|modern
Jamelah|F|2|modern
Jamelia|F|3|modern
Jamell|M|4|modern
Jamella|F|2|modern
Jamelle|U|4|modern
Jamen|M|3|modern
Jamera|F|2|modern
Jamere|M|4|modern
Jameria|F|3|modern
Jamerion|M|2|modern
Jamerius|M|2|modern
Jamerson|M|3|modern
James|M|13|13
Jamesa|F|2|modern
Jamese|F|3|modern
Jamesen|M|2|modern
Jamesetta|F|3|3
Jamesha|F|4|modern
Jameshia|F|3|modern
Jamesia|F|3|modern
Jamesina|F|1|1
Jamesmichael|M|2|modern
Jameson|M|7|modern
Jamesyn|U|2|modern
Jamey|M|5|5
Jameya|F|2|modern
Jamez|M|3|modern
Jami|F|6|6
Jamia|F|4|modern
Jamiah|F?|4|modern
Jamian|M|3|modern
Jamica|F|3|modern
Jamicah|M|2|modern
Jamice|F|2|modern
Jamichael|M|4|modern
Jamicheal|M|2|modern
Jamie|U|9|modern
Jamiee|F|2|modern
Jamiel|M|3|modern
Jamielee|F|2|modern
Jamielyn|F|2|modern
Jamielynn|F|3|modern
Jamien|M|3|modern
Jamier|M|4|modern
Jamiere|M|2|modern
Jamiesha|F|2|modern
Jamieson|M|4|modern
Jamika|F|4|modern
Jamil|M|5|modern
Jamila|F|5|modern
Jamilah|F|4|modern
Jamile|U|2|modern
Jamilee|F|2|modern
Jamilet|F|3|modern
Jamileth|F|3|modern
Jamilett|F|2|modern
Jamilette|F|2|modern
Jamilex|F|2|modern
Jamilia|F|3|modern
Jamill|M|2|modern
Jamilla|F|4|modern
Jamillah|F|4|4
Jamille|U|3|modern
Jamillia|F|2|modern
Jamilya|F|2|modern
Jamilyn|F|3|modern
Jamilynn|F|2|modern
Jamin|M|4|modern
Jamina|F|2|modern
Jamine|U|2|modern
Jamion|M|2|modern
Jamir|M|5|modern
Jamira|F|4|modern
Jamiracle|F|2|modern
Jamirah|F|3|modern
Jamire|M|3|modern
Jamis|M|2|modern
Jamise|F|2|modern
Jamisen|U|3|modern
Jamisha|F|3|modern
Jamison|M|6|modern
Jamisyn|F?|2|modern
Jamiya|F|4|modern
Jamiyah|F|4|modern
Jammal|M|2|modern
Jammi|F|2|2
Jammie|U|5|5
Jammy|U|2|2
Jamol|M|2|2
Jamon|M|4|modern
Jamond|M|3|modern
Jamone|M|2|modern
Jamoni|U|2|modern
Jamonica|F|2|modern
Jamontae|M|2|modern
Jamonte|M|3|modern
Jamora|F|2|2
Jamori|M|2|modern
Jamorris|M|2|modern
Jams|M|2|2
Jamy|U|4|4
Jamya|F|5|modern
Jamyah|F|4|modern
Jamye|F|3|modern
Jamyia|F|3|modern
Jamyiah|F|2|modern
Jamyla|F|3|modern
Jamylah|F|2|modern
Jamyra|F|4|modern
Jamyrah|F|2|modern
Jamyria|F|2|modern
Jamyson|M|2|modern
Jan|U|7|7
Jana|F|6|6
Janace|F|2|2
Janae|F|6|modern
Janah|F|2|modern
Janai|F|4|modern
Janaia|F|2|modern
Janaiah|F|2|modern
Janaisha|F|2|modern
Janaiya|F|3|modern
Janaiyah|F|2|modern
Janaki|F|2|modern
Janalee|F|4|4
Janalyn|F|3|3
Janan|F|3|3
Janani|F|2|modern
Janann|F|2|2
Janard|M|2|modern
Janari|U|2|2
Janaria|F|2|modern
Janasha|F|2|modern
Janasia|F|4|modern
Janat|F|2|modern
Janathan|M|2|modern
Janavia|F|2|modern
Janay|F|5|modern
Janaya|F|4|modern
Janayah|F|3|modern
Janaye|F|3|modern
Janayia|F|2|modern
Janayla|F|2|modern
Janaysha|F|2|modern
Janaysia|F|2|modern
Jancarlo|M|3|modern
Jancarlos|M|4|modern
Jancee|F|1|1
Jancie|F|2|2
Jancy|F|2|modern
Janda|F|2|2
Jandel|M|2|modern
Jandi|F|2|modern
Jandiel|M|2|modern
Jane|F|9|9
Janea|F|4|modern
Janeah|F|2|modern
Janeal|F|2|modern
Janean|F|4|4
Janeane|F|2|2
Janeann|F|2|2
Janece|F|3|3
Janecia|F|2|modern
Janee|F|4|modern
Janeece|F|2|2
Janeen|F|5|5
Janeene|F|2|2
Janei|F|2|modern
Janeice|F|3|modern
Janeil|F?|2|2
Janeisha|F|2|modern
Janeka|F|2|modern
Janel|F|6|6
Janele|F|2|modern
Janeli|F|3|modern
Janelis|F|2|modern
Janeliz|F|2|modern
Janell|F|6|6
Janella|F|4|4
Janelle|F|7|modern
Janelli|F|2|modern
Janellie|F|2|modern
Janelly|F|4|modern
Janely|F|4|modern
Janelys|F|2|modern
Janene|F|4|4
Janequa|F|2|modern
Janes|M|2|vintage
Janesa|F|2|modern
Janese|F|4|modern
Janesha|F|3|modern
Janeshia|F|2|modern
Janessa|F|6|modern
Janet|F|10|10
Janeth|F|4|modern
Janett|F|4|4
Janetta|F|4|4
Janette|F|6|6
Janeva|F|2|modern
Janey|F|4|4
Janeya|F|2|modern
Jani|F|4|4
Jania|F|4|modern
Janiah|F|4|modern
Janiaya|F|2|modern
Janica|F|3|modern
Janice|F|9|9
Janicia|F|2|modern
Janie|F|7|7
Janiece|F|4|modern
Janiel|M?|4|modern
Janielle|F|3|modern
Janiene|F|2|2
Janifer|F|2|2
Janika|F|3|modern
Janila|F|2|modern
Janilah|F|2|modern
Janina|F|4|modern
Janine|F|6|6
Janiqua|F|2|modern
Janique|F|3|modern
Janira|F|3|modern
Janis|F|6|6
Janisa|F|2|modern
Janise|F|4|4
Janisha|F|3|modern
Janissa|F|3|modern
Janit|F|2|2
Janita|F|4|modern
Janith|F|3|3
Janitza|F|2|modern
Janiya|F|6|modern
Janiyah|F|6|modern
Janiyha|F|2|modern
Janiyla|F|2|modern
Janiylah|F|2|modern
Janki|F|2|modern
Janmichael|M|2|modern
Jann|F|4|4
Janna|F|6|modern
Jannae|F|2|modern
Jannah|F|4|modern
Jannat|F|4|modern
Jannatul|F|2|modern
Janne|F|3|3
Jannel|F|3|modern
Jannell|F|3|modern
Jannelle|F|4|modern
Jannelly|F|2|modern
Jannely|F|2|modern
Jannessa|F|2|modern
Jannet|F|4|modern
Janneth|F|2|modern
Jannett|F|4|4
Jannetta|F|2|2
Jannette|F|5|5
Janney|F|4|modern
Jannice|F|3|3
Jannie|F|6|6
Jannifer|F|3|3
Jannine|F|3|3
Jannis|F|2|2
Janny|F|3|modern
Janoah|M|2|modern
Janora|F|2|2
Janos|M|2|2
Janova|F|2|2
Jansen|M?|4|modern
Janson|M|4|modern
Janssen|M|2|modern
Janthony|M|2|modern
Jantzen|M|3|modern
January|F|4|4
Januel|M|2|modern
Janus|F?|2|2
Janvi|F|2|modern
Jany|F|2|modern
Janya|F|4|modern
Janyah|F|4|modern
Janyce|F|4|4
Janyia|F|3|modern
Janyiah|F|3|modern
Janyla|F|4|modern
Janylah|F|4|modern
Janyth|F|2|2
Janziel|M|2|modern
Jaonna|F|2|modern
Japhet|M|2|modern
Japheth|M|4|modern
Japji|F|2|modern
Jaqua|U|2|modern
Jaquala|F|2|modern
Jaqualyn|M?|2|modern
Jaquan|M|6|modern
Jaquana|F|2|modern
Jaquanda|F|2|modern
Jaquane|M|2|modern
Jaquann|M|2|modern
Jaquanna|F|2|modern
Jaquari|M|2|modern
Jaquarious|M|2|modern
Jaquarius|M|3|modern
Jaquasia|F|2|modern
Jaquavian|M|2|modern
Jaquavion|M|2|modern
Jaquavious|M|3|modern
Jaquavis|M|2|modern
Jaquavius|M|2|modern
Jaquawn|M|2|modern
Jaquay|U|3|modern
Jaquayla|F|2|modern
Jaque|M?|2|modern
Jaquel|M?|3|modern
Jaquelin|F|4|modern
Jaqueline|F|6|modern
Jaquelinne|F|2|modern
Jaquell|M|2|modern
Jaquelyn|F|4|modern
Jaquelyne|F|2|modern
Jaquelynn|F|2|modern
Jaques|M|2|modern
Jaquese|U|2|modern
Jaquesha|F|2|modern
Jaquetta|F|3|modern
Jaquez|M|4|modern
