# name-stuff given names
# format: name|gender|frequency|tags
#
Wade|M|7|7
Wallace|M|7|vintage
Wendell|M|7|7
Weston|M|7|modern
Wilbur|M|7|vintage
Willard|M|7|vintage
Willis|M|7|vintage
Willow|F|7|modern
Winifred|F|7|vintage
Yvette|F|7|7
Zane|M|7|modern
Zion|M?|7|modern
Áine|F|7|7
Abbey|F|6|modern
Abbie|F|6|modern
Abbigail|F|6|modern
Abram|M|6|modern
Ace|M|6|6
Adaline|F|6|modern
Adalyn|F|6|modern
Adalynn|F|6|modern
Adan|M|6|modern
Addie|F|6|vintage
Addyson|F|6|modern
Adela|F|6|modern
Adelaide|F|6|modern
Adele|F|6|vintage
Adelina|F|6|modern
Adelyn|F|6|modern
Adelynn|F|6|modern
Aden|M|6|modern
Adolfo|M|6|modern
Adolph|M|6|vintage
Adonis|M|6|mythological
Adrianna|F|6|modern
Adrianne|F|6|modern
Adriel|M|6|biblical
Adrien|M?|6|modern
Agustin|M|6|modern
Ahmad|M|6|modern
Ahmed|M|6|modern
Aida|F|6|6
Aileen|F|6|modern
Ainsley|U|6|modern
Aisha|F|6|modern
Aisling|F|6|modern
Al|M|6|6
Alaia|F|6|6
Alaina|F|6|modern
Alani|F|6|6
Alanna|F|6|modern
Alaya|F|6|6
Alayah|F|6|modern
Alayna|F|6|modern
